Date,Close
2017-05-17,22.080000
2017-05-18,21.280000
2017-05-22,21.000000
2017-05-23,21.340000
2017-05-24,21.340000
2017-05-25,21.220000
2017-05-26,21.280000
2017-05-29,21.380000
2017-05-30,21.340000
2017-05-31,21.940000
2017-06-01,22.120000
2017-06-02,22.000000
2017-06-05,21.920000
2017-06-06,22.040000
2017-06-07,21.840000
2017-06-08,21.860000
2017-06-09,22.060000
2017-06-12,22.100000
2017-06-13,22.020000
2017-06-14,22.000000
2017-06-15,22.060000
2017-06-16,21.840000
2017-06-19,21.800000
2017-06-20,21.700000
2017-06-21,21.980000
2017-06-22,22.080000
2017-06-23,22.020000
2017-06-28,22.000000
2017-06-29,21.940000
2017-06-30,21.860000
2017-07-03,21.800000
2017-07-04,21.700000
2017-07-05,21.480000
2017-07-06,21.620000
2017-07-07,21.520000
2017-07-10,21.560000
2017-07-11,21.740000
2017-07-12,21.640000
2017-07-13,21.660000
2017-07-14,21.680000
2017-07-17,22.020000
2017-07-18,23.460000
2017-07-19,23.980000
2017-07-20,23.140000
2017-07-21,23.400000
2017-07-24,23.860000
2017-07-25,23.900000
2017-07-26,24.040000
2017-07-27,24.300000
2017-07-28,24.320000
2017-07-31,24.060000
2017-08-01,23.980000
2017-08-02,24.100000
2017-08-03,24.100000
2017-08-04,24.480000
2017-08-07,25.800000
2017-08-08,25.920000
2017-08-09,26.180000
2017-08-10,26.660000
2017-08-11,26.380000
2017-08-14,27.180000
2017-08-15,26.940000
2017-08-16,26.640000
2017-08-17,26.360000
2017-08-18,26.500000
2017-08-21,26.540000
2017-08-22,26.200000
2017-08-23,26.760000
2017-08-24,26.760000
2017-08-25,26.600000
2017-08-28,26.500000
2017-08-29,26.700000
2017-08-31,27.000000
2017-09-05,26.700000
2017-09-06,26.900000
2017-09-07,26.840000
2017-09-08,26.760000
2017-09-11,27.080000
2017-09-12,27.100000
2017-09-13,27.480000
2017-09-14,27.420000
2017-09-15,27.340000
2017-09-18,26.900000
2017-09-19,26.400000
2017-09-20,26.780000
2017-09-21,26.360000
2017-09-22,26.200000
2017-09-25,24.440000
2017-09-26,25.040000
2017-09-27,25.120000
2017-09-28,26.340000
2017-09-29,26.300000
2017-10-02,26.700000
2017-10-03,26.580000
2017-10-04,26.660000
2017-10-05,26.380000
2017-10-06,26.520000
2017-10-09,25.880000
2017-10-10,26.520000
2017-10-11,26.440000
2017-10-12,27.020000
2017-10-13,27.560000
2017-10-16,28.300000
2017-10-17,28.700000
2017-10-18,28.700000
2017-10-19,28.920000
2017-10-20,29.760000
2017-10-23,30.940000
2017-10-24,31.500000
2017-10-25,31.540000
2017-10-26,32.220000
2017-10-27,32.160000
2017-10-30,32.620000
2017-10-31,33.940000
2017-11-01,33.280000
2017-11-02,33.960000
2017-11-03,35.380000
2017-11-06,38.500000
2017-11-07,38.860000
2017-11-08,39.400000
2017-11-09,39.300000
2017-11-10,39.760000
2017-11-13,42.100000
2017-11-14,45.260000
2017-11-15,40.120000
2017-11-16,32.360000
2017-11-17,33.620000
2017-11-20,33.260000
2017-11-21,33.280000
2017-11-22,32.780000
2017-11-23,32.160000
2017-11-24,32.240000
2017-11-27,32.240000
2017-11-28,30.040000
2017-11-29,30.000000
2017-11-30,33.300000
2017-12-01,33.000000
2017-12-04,32.660000
2017-12-05,32.240000
2017-12-06,31.640000
2017-12-07,31.800000
2017-12-08,33.520000
2017-12-11,33.420000
2017-12-12,32.760000
2017-12-13,32.200000
2017-12-14,32.620000
2017-12-15,33.020000
2017-12-18,32.740000
2017-12-19,32.420000
2017-12-20,32.440000
2017-12-21,32.240000
2017-12-22,32.140000
2017-12-25,32.420000
2017-12-26,32.420000
2017-12-27,30.580000
2017-12-28,30.540000
2017-12-29,31.800000
2017-12-30,0.000000
2018-01-02,32.940000
2018-01-03,32.000000
2018-01-04,32.220000
2018-01-05,32.320000
2018-01-08,32.480000
2018-01-09,32.000000
2018-01-10,31.720000
2018-01-11,32.120000
2018-01-12,31.880000
2018-01-15,31.020000
2018-01-16,32.260000
2018-01-17,31.900000
2018-01-18,32.040000
2018-01-19,31.720000
2018-01-22,31.940000
2018-01-23,31.880000
2018-01-24,34.200000
2018-01-25,32.880000
2018-01-26,32.560000
2018-01-29,32.580000
2018-01-30,33.060000
2018-01-31,33.240000
2018-02-01,33.400000
2018-02-02,32.860000
2018-02-05,32.300000
2018-02-06,31.700000
2018-02-07,31.920000
2018-02-08,31.000000
2018-02-09,31.000000
2018-02-12,31.000000
2018-02-13,30.500000
2018-02-14,32.520000
2018-02-15,31.940000
2018-02-16,32.160000
2018-02-19,32.320000
2018-02-20,31.320000
2018-02-21,32.460000
2018-02-22,32.160000
2018-02-23,32.160000
2018-02-26,32.280000
2018-02-27,31.520000
2018-02-28,31.160000
2018-03-01,30.620000
2018-03-02,30.300000
2018-03-05,30.620000
2018-03-06,30.400000
2018-03-07,30.340000
2018-03-08,30.200000
2018-03-09,30.400000
2018-03-12,30.880000
2018-03-13,31.420000
2018-03-14,30.940000
2018-03-15,30.780000
2018-03-16,30.760000
2018-03-19,30.540000
2018-03-20,30.700000
2018-03-21,30.780000
2018-03-22,30.560000
2018-03-23,30.840000
2018-03-26,30.800000
2018-03-27,30.560000
2018-03-28,30.480000
2018-03-29,30.700000
2018-03-30,30.920000
2018-04-02,30.680000
2018-04-03,30.220000
2018-04-04,28.980000
2018-04-05,28.520000
2018-04-06,28.560000
2018-04-09,27.700000
2018-04-10,27.220000
2018-04-11,26.680000
2018-04-12,26.700000
2018-04-13,26.560000
2018-04-16,27.080000
2018-04-17,26.420000
2018-04-18,27.100000
2018-04-19,26.820000
2018-04-20,26.660000
2018-04-24,26.120000
2018-04-25,25.380000
2018-04-26,25.040000
2018-04-27,26.800000
2018-04-30,25.200000
2018-05-02,25.080000
2018-05-03,24.780000
2018-05-04,24.560000
2018-05-07,24.280000
2018-05-08,23.140000
2018-05-09,23.380000
2018-05-10,23.420000
2018-05-11,23.180000
2018-05-14,23.580000
2018-05-15,23.440000
2018-05-16,23.700000
2018-05-17,24.360000
2018-05-18,24.000000
2018-05-21,23.820000
2018-05-22,23.600000
2018-05-23,23.600000
2018-05-24,23.600000
2018-05-25,23.600000
2018-05-28,23.600000
2018-05-29,23.600000
2018-05-30,23.600000
2018-05-31,23.600000
2018-06-01,23.600000
2018-06-04,23.600000
2018-06-05,23.600000
2018-06-06,23.600000
2018-06-07,21.600000
2018-06-08,21.340000
2018-06-11,21.620000
2018-06-12,21.260000
2018-06-13,21.060000
2018-06-14,20.500000
2018-06-18,19.550000
2018-06-19,20.300000
2018-06-20,20.820000
2018-06-21,21.260000
2018-06-22,21.140000
2018-06-25,21.360000
2018-06-26,22.200000
2018-06-27,22.700000
2018-06-28,23.040000
2018-06-29,23.140000
2018-07-02,23.780000
2018-07-03,23.900000
2018-07-04,24.120000
2018-07-05,25.580000
2018-07-06,26.540000
2018-07-09,27.380000
2018-07-10,27.480000
2018-07-11,25.340000
2018-07-12,26.020000
2018-07-13,26.000000
2018-07-16,26.820000
2018-07-17,28.760000
2018-07-18,28.420000
2018-07-19,28.300000
2018-07-20,28.160000
2018-07-23,28.800000
2018-07-24,27.620000
2018-07-25,28.420000
2018-07-26,27.280000
2018-07-27,27.000000
2018-07-30,27.460000
2018-07-31,27.140000
2018-08-01,27.300000
2018-08-02,26.060000
2018-08-03,27.140000
2018-08-06,26.360000
2018-08-07,26.700000
2018-08-08,26.660000
2018-08-09,26.920000
2018-08-10,26.620000
2018-08-13,25.220000
2018-08-14,27.120000
2018-08-15,25.880000
2018-08-16,25.860000
2018-08-17,25.100000
2018-08-20,25.180000
2018-08-27,25.440000
2018-08-28,26.660000
2018-08-29,26.060000
2018-08-31,25.820000
2018-09-03,26.540000
2018-09-04,26.060000
2018-09-05,26.040000
2018-09-06,26.060000
2018-09-07,26.020000
2018-09-10,25.840000
2018-09-11,26.120000
2018-09-12,25.860000
2018-09-13,26.120000
2018-09-14,26.320000
2018-09-17,26.400000
2018-09-18,26.960000
2018-09-19,26.920000
2018-09-20,26.440000
2018-09-21,26.760000
2018-09-24,27.320000
2018-09-25,27.620000
2018-09-26,27.400000
2018-09-27,27.800000
2018-09-28,27.580000
2018-10-01,27.660000
2018-10-02,27.500000
2018-10-03,27.120000
2018-10-04,25.720000
2018-10-05,27.020000
2018-10-08,26.860000
2018-10-09,26.920000
2018-10-10,26.120000
2018-10-11,26.260000
2018-10-12,27.340000
2018-10-15,28.360000
2018-10-16,27.780000
2018-10-17,27.280000
2018-10-18,27.400000
2018-10-19,26.880000
2018-10-22,26.000000
2018-10-23,25.800000
2018-10-24,25.160000
2018-10-25,25.720000
2018-10-26,24.820000
2018-10-30,24.920000
2018-10-31,25.260000
2018-11-01,26.200000
2018-11-02,27.180000
2018-11-05,27.360000
2018-11-06,26.980000
2018-11-07,27.640000
2018-11-08,27.380000
2018-11-09,27.720000
2018-11-12,27.340000
2018-11-13,27.540000
2018-11-14,27.600000
2018-11-15,27.820000
2018-11-16,27.220000
2018-11-19,26.940000
2018-11-20,26.000000
2018-11-21,26.520000
2018-11-22,26.200000
2018-11-23,26.200000
2018-11-26,26.380000
2018-11-27,26.540000
2018-11-28,27.160000
2018-11-29,27.260000
2018-11-30,26.700000
2018-12-03,26.320000
2018-12-04,26.120000
2018-12-05,26.460000
2018-12-06,26.420000
2018-12-07,26.580000
2018-12-10,26.000000
2018-12-11,25.760000
2018-12-12,24.800000
2018-12-13,24.860000
2018-12-14,23.880000
2018-12-17,23.360000
2018-12-18,23.460000
2018-12-19,23.980000
2018-12-20,23.540000
2018-12-21,24.300000
2018-12-24,24.420000
2018-12-25,23.980000
2018-12-26,24.040000
2018-12-27,24.100000
2018-12-28,23.900000
2018-12-31,24.080000
2019-01-02,23.500000
2019-01-03,22.620000
2019-01-04,22.940000
2019-01-07,22.960000
2019-01-08,22.920000
2019-01-09,22.920000
2019-01-10,23.580000
2019-01-11,23.240000
2019-01-14,23.140000
2019-01-15,23.360000
2019-01-16,23.720000
2019-01-17,23.580000
2019-01-18,24.160000
2019-01-21,24.200000
2019-01-22,24.320000
2019-01-23,24.700000
2019-01-24,25.100000
2019-01-25,25.120000
2019-01-28,25.060000
2019-01-29,25.540000
2019-01-30,26.360000
2019-01-31,25.700000
2019-02-01,24.860000
2019-02-04,24.320000
2019-02-05,23.920000
2019-02-06,23.760000
2019-02-07,23.800000
2019-02-08,23.720000
2019-02-11,24.460000
2019-02-12,23.620000
2019-02-13,23.340000
2019-02-14,23.980000
2019-02-15,24.340000
2019-02-18,24.540000
2019-02-19,24.300000
2019-02-20,24.540000
2019-02-21,25.120000
2019-02-22,25.660000
2019-02-25,25.100000
2019-02-26,25.640000
2019-02-27,24.560000
2019-02-28,24.520000
2019-03-01,23.840000
2019-03-04,24.080000
2019-03-05,24.260000
2019-03-06,23.880000
2019-03-07,23.000000
2019-03-08,22.740000
2019-03-11,22.240000
2019-03-12,23.160000
2019-03-13,22.640000
2019-03-14,22.980000
2019-03-15,23.180000
2019-03-18,23.420000
2019-03-19,23.480000
2019-03-20,22.960000
2019-03-21,22.840000
2019-03-22,22.220000
2019-03-25,22.400000
2019-03-26,21.800000
2019-03-27,20.100000
2019-03-28,20.500000
2019-03-29,21.280000
2019-04-01,21.180000
2019-04-02,20.720000
2019-04-03,20.840000
2019-04-04,21.520000
2019-04-05,21.820000
2019-04-08,21.260000
2019-04-09,21.500000
2019-04-10,21.200000
2019-04-11,21.160000
2019-04-12,21.000000
2019-04-15,20.960000
2019-04-16,21.220000
2019-04-17,21.400000
2019-04-18,21.180000
2019-04-19,21.200000
2019-04-22,21.000000
2019-04-24,21.400000
2019-04-25,20.960000
2019-04-26,21.300000
2019-04-29,20.740000
2019-04-30,20.440000
2019-05-02,20.120000
2019-05-03,20.300000
2019-05-06,20.040000
2019-05-07,20.280000
2019-05-08,19.490000
2019-05-09,18.800000
2019-05-10,18.510000
2019-05-13,17.700000
2019-05-14,18.180000
2019-05-15,17.750000
2019-05-16,17.700000
2019-05-17,18.870000
2019-05-20,17.800000
2019-05-21,17.620000
2019-05-22,16.590000
2019-05-23,16.750000
2019-05-24,17.190000
2019-05-27,17.010000
2019-05-28,17.370000
2019-05-29,17.370000
2019-05-30,18.030000
2019-05-31,18.280000
2019-06-03,18.140000
2019-06-07,18.700000
2019-06-10,19.050000
2019-06-11,18.440000
2019-06-12,18.610000
2019-06-13,17.890000
2019-06-14,17.640000
2019-06-17,18.070000
2019-06-18,18.380000
2019-06-19,17.900000
2019-06-20,17.960000
2019-06-21,17.950000
2019-06-24,18.070000
2019-06-25,18.000000
2019-06-26,17.740000
2019-06-27,18.010000
2019-06-28,18.000000
2019-07-01,18.850000
2019-07-02,18.840000
2019-07-03,18.400000
2019-07-04,18.250000
2019-07-05,18.070000
2019-07-08,17.910000
2019-07-09,17.090000
2019-07-10,17.140000
2019-07-11,17.310000
2019-07-12,16.680000
2019-07-16,17.040000
2019-07-17,17.980000
2019-07-18,18.270000
2019-07-19,18.190000
2019-07-22,18.030000
2019-07-23,18.310000
2019-07-24,18.500000
2019-07-25,18.180000
2019-07-26,18.850000
2019-07-29,19.800000
2019-07-30,19.310000
2019-07-31,18.950000
2019-08-01,19.580000
2019-08-02,18.910000
2019-08-05,18.600000
2019-08-06,18.600000
2019-08-07,17.440000
2019-08-08,17.230000
2019-08-09,17.210000
2019-08-15,17.070000
2019-08-16,16.900000
2019-08-19,17.070000
2019-08-20,17.610000
2019-08-21,18.020000
2019-08-22,17.520000
2019-08-23,17.660000
2019-08-26,17.900000
2019-08-27,18.100000
2019-08-28,17.800000
2019-08-29,18.240000
2019-09-02,18.830000
2019-09-03,18.710000
2019-09-04,19.200000
2019-09-05,19.130000
2019-09-06,19.200000
2019-09-09,19.320000
2019-09-10,19.950000
2019-09-11,20.260000
2019-09-12,19.840000
2019-09-13,19.980000
2019-09-16,20.100000
2019-09-17,19.550000
2019-09-18,19.330000
2019-09-19,18.850000
2019-09-20,18.740000
2019-09-23,18.540000
2019-09-24,18.900000
2019-09-25,18.900000
2019-09-26,18.660000
2019-09-27,19.580000
2019-09-30,20.120000
2019-10-01,19.440000
2019-10-02,19.300000
2019-10-03,18.980000
2019-10-04,19.100000
2019-10-07,19.020000
2019-10-08,18.720000
2019-10-09,18.280000
2019-10-10,17.990000
2019-10-11,18.220000
2019-10-14,17.030000
2019-10-15,17.240000
2019-10-16,16.870000
2019-10-17,16.910000
2019-10-18,17.870000
2019-10-21,17.590000
2019-10-22,17.670000
2019-10-23,18.160000
2019-10-24,18.170000
2019-10-25,18.690000
2019-10-28,18.660000
2019-10-30,18.300000
2019-10-31,18.350000
2019-11-01,18.390000
2019-11-04,18.870000
2019-11-05,18.890000
2019-11-06,18.610000
2019-11-07,18.940000
2019-11-08,18.910000
2019-11-11,18.780000
2019-11-12,19.060000
2019-11-13,19.280000
2019-11-14,18.960000
2019-11-15,19.120000
2019-11-18,19.280000
2019-11-19,19.420000
2019-11-20,19.400000
2019-11-21,19.310000
2019-11-22,19.260000
2019-11-25,18.720000
2019-11-26,18.840000
2019-11-27,18.640000
2019-11-28,18.820000
2019-11-29,18.670000
2019-12-02,18.790000
2019-12-03,18.810000
2019-12-04,18.940000
2019-12-05,19.680000
2019-12-06,19.350000
2019-12-09,19.550000
2019-12-10,19.340000
2019-12-11,19.130000
2019-12-12,19.530000
2019-12-13,19.550000
2019-12-16,19.530000
2019-12-17,19.450000
2019-12-18,19.220000
2019-12-19,19.200000
2019-12-20,19.170000
2019-12-23,19.250000
2019-12-24,19.610000
2019-12-25,19.700000
2019-12-26,19.670000
2019-12-27,19.670000
2019-12-30,20.480000
2019-12-31,20.940000
2020-01-02,21.600000
2020-01-03,21.780000
2020-01-06,22.080000
2020-01-07,22.400000
2020-01-08,22.260000
2020-01-09,22.880000
2020-01-10,22.700000
2020-01-13,22.920000
2020-01-14,23.280000
2020-01-15,22.960000
2020-01-16,22.880000
2020-01-17,22.920000
2020-01-20,23.100000
2020-01-21,23.100000
2020-01-22,23.040000
2020-01-23,22.840000
2020-01-24,22.940000
2020-01-27,23.420000
2020-01-28,23.220000
2020-01-29,23.280000
2020-01-30,23.660000
2020-01-31,23.460000
2020-02-03,23.380000
2020-02-04,24.580000
2020-02-05,24.400000
2020-02-06,24.400000
2020-02-07,24.460000
2020-02-10,24.120000
2020-02-11,24.760000
2020-02-12,28.000000
2020-02-13,28.220000
2020-02-14,29.080000
2020-02-17,28.940000
2020-02-18,29.180000
2020-02-19,29.780000
2020-02-20,28.360000
2020-02-21,28.840000
2020-02-24,28.620000
2020-02-25,29.140000
2020-02-26,29.000000
2020-02-27,27.980000
2020-02-28,27.500000
2020-03-02,28.240000
2020-03-03,30.480000
2020-03-04,29.780000
2020-03-05,30.280000
2020-03-06,29.840000
2020-03-09,27.760000
2020-03-10,25.900000
2020-03-11,26.160000
2020-03-12,24.360000
2020-03-13,25.460000
2020-03-16,22.920000
2020-03-17,21.980000
2020-03-18,21.740000
2020-03-19,21.100000
2020-03-20,21.400000
2020-03-23,20.800000
2020-03-24,22.840000
2020-03-25,23.440000
2020-03-26,24.260000
2020-03-27,23.120000
2020-03-30,23.240000
2020-03-31,23.600000
2020-04-01,22.880000
2020-04-02,23.140000
2020-04-03,23.200000
2020-04-06,23.700000
2020-04-07,24.400000
2020-04-08,25.000000
2020-04-09,25.180000
2020-04-10,25.100000
2020-04-13,24.940000
2020-04-14,27.280000
2020-04-15,26.440000
2020-04-16,26.660000
2020-04-17,27.120000
